DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookDown,Mellinger Brook Downstream,45.28833333,-66.18305556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-06-28,0:00:00,,,,,Water Bottle,Fecal Coliform,,,200,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreek,Mill Creek,45.27931,-66.155487,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-06-28,0:00:00,,,,,Water Bottle,Fecal Coliform,,,104,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-06-28,0:00:00,,,,,Water Bottle,Fecal Coliform,,,2,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayDown,Grand Bay Downstream,45.30361111,-66.185,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-06-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,8,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayUp,Grand Bay Upstream,45.31944444,-66.18805556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-06-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,0,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,KennDown,Kennebecasis Bay Downstream,45.32972222,-66.08,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-06-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,KennUp,Kennebecasis Bay Upstream,45.31166667,-66.09888889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-06-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-07-01,0:00:00,,,,,Water Bottle,Fecal Coliform,,,898,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INUP,Inner Harbour Upstream,45.27469,-66.08897,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-01,0:00:00,,,,,Water Bottle,Fecal Coliform,,,64,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverDown,Little River Downstream,45.27416667,-66.02694444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-01,0:00:00,,,,,Water Bottle,Fecal Coliform,,,450,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverUp,Little River Upstream,45.29805556,-66.00638889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-01,0:00:00,,,,,Water Bottle,Fecal Coliform,,,177,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-01,0:00:00,,,,,Water Bottle,Fecal Coliform,,,61333,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-01,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1405,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-07-01,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1050,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-07-01,0:00:00,,,,,Water Bottle,Fecal Coliform,,,2000,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekBeach,Hazen Creek Beach,45.25138889,-66.01666667,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-07-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,3600,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekUp,Hazen Creek Upstream,45.26861111,-65.98027778,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,164,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookDown,Mellinger Brook Downstream,45.28833333,-66.18305556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,40,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreek,Mill Creek,45.27931,-66.155487,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,10,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,728,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayDown,Grand Bay Downstream,45.30361111,-66.185,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-06,0:00:00,,,,,Water Bottle,Fecal Coliform,,,6,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayUp,Grand Bay Upstream,45.31944444,-66.18805556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-06,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-07-08,0:00:00,,,,,Water Bottle,Fecal Coliform,,,43,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INUP,Inner Harbour Upstream,45.27469,-66.08897,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-08,0:00:00,,,,,Water Bottle,Fecal Coliform,,,604,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,KennDown,Kennebecasis Bay Downstream,45.32972222,-66.08,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-08,0:00:00,,,,,Water Bottle,Fecal Coliform,,,41,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,KennUp,Kennebecasis Bay Upstream,45.31166667,-66.09888889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-08,0:00:00,,,,,Water Bottle,Fecal Coliform,,,17,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverDown,Little River Downstream,45.27416667,-66.02694444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-08,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1730,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverUp,Little River Upstream,45.29805556,-66.00638889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-08,0:00:00,,,,,Water Bottle,Fecal Coliform,,,105,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-08,0:00:00,,,,,Water Bottle,Fecal Coliform,,,130000,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-08,0:00:00,,,,,Water Bottle,Fecal Coliform,,,75,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-07-08,0:00:00,,,,,Water Bottle,Fecal Coliform,,,60,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-07-08,0:00:00,,,,,Water Bottle,Fecal Coliform,,,120,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekBeach,Hazen Creek Beach,45.25138889,-66.01666667,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-07-12,0:00:00,,,,,Water Bottle,Fecal Coliform,,,30,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekUp,Hazen Creek Upstream,45.26861111,-65.98027778,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-12,0:00:00,,,,,Water Bottle,Fecal Coliform,,,47,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookDown,Mellinger Brook Downstream,45.28833333,-66.18305556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-12,0:00:00,,,,,Water Bottle,Fecal Coliform,,,10,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreek,Mill Creek,45.27931,-66.155487,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-12,0:00:00,,,,,Water Bottle,Fecal Coliform,,,6,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-12,0:00:00,,,,,Water Bottle,Fecal Coliform,,,3,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayDown,Grand Bay Downstream,45.30361111,-66.185,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-13,0:00:00,,,,,Water Bottle,Fecal Coliform,,,44,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayUp,Grand Bay Upstream,45.31944444,-66.18805556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-13,0:00:00,,,,,Water Bottle,Fecal Coliform,,,25,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-07-15,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INUP,Inner Harbour Upstream,45.27469,-66.08897,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-15,0:00:00,,,,,Water Bottle,Fecal Coliform,,,300,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverDown,Little River Downstream,45.27416667,-66.02694444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-15,0:00:00,,,,,Water Bottle,Fecal Coliform,,,940,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverUp,Little River Upstream,45.29805556,-66.00638889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-15,0:00:00,,,,,Water Bottle,Fecal Coliform,,,100,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-15,0:00:00,,,,,Water Bottle,Fecal Coliform,,,24000,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-15,0:00:00,,,,,Water Bottle,Fecal Coliform,,,70,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-07-15,0:00:00,,,,,Water Bottle,Fecal Coliform,,,80,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-07-15,0:00:00,,,,,Water Bottle,Fecal Coliform,,,100,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookDown,Mellinger Brook Downstream,45.28833333,-66.18305556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-19,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreek,Mill Creek,45.27931,-66.155487,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-19,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayDown,Grand Bay Downstream,45.30361111,-66.185,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-20,0:00:00,,,,,Water Bottle,Fecal Coliform,,,19,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayUp,Grand Bay Upstream,45.31944444,-66.18805556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-20,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INUP,Inner Harbour Upstream,45.27469,-66.08897,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-22,0:00:00,,,,,Water Bottle,Fecal Coliform,,,650,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverDown,Little River Downstream,45.27416667,-66.02694444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-22,0:00:00,,,,,Water Bottle,Fecal Coliform,,,400,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverUp,Little River Upstream,45.29805556,-66.00638889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-22,0:00:00,,,,,Water Bottle,Fecal Coliform,,,123,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-22,0:00:00,,,,,Water Bottle,Fecal Coliform,,,892000,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-22,0:00:00,,,,,Water Bottle,Fecal Coliform,,,110,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-07-22,0:00:00,,,,,Water Bottle,Fecal Coliform,,,225,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekUp,Hazen Creek Upstream,45.26861111,-65.98027778,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-26,0:00:00,,,,,Water Bottle,Fecal Coliform,,,16,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookDown,Mellinger Brook Downstream,45.28833333,-66.18305556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-26,0:00:00,,,,,Water Bottle,Fecal Coliform,,,15,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreek,Mill Creek,45.27931,-66.155487,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-26,0:00:00,,,,,Water Bottle,Fecal Coliform,,,13,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,RedHeadMarsh,Red Head Marsh,45.26083333,-66.01611111,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-26,0:00:00,,,,,Water Bottle,Fecal Coliform,,,0,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayDown,Grand Bay Downstream,45.30361111,-66.185,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-27,0:00:00,,,,,Water Bottle,Fecal Coliform,,,4,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,GrandbayUp,Grand Bay Upstream,45.31944444,-66.18805556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-27,0:00:00,,,,,Water Bottle,Fecal Coliform,,,0,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,15,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INUP,Inner Harbour Upstream,45.27469,-66.08897,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,535,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverDown,Little River Downstream,45.27416667,-66.02694444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,100,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverUp,Little River Upstream,45.29805556,-66.00638889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,59,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20000,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,70,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,15,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-07-29,0:00:00,,,,,Water Bottle,Fecal Coliform,,,1320,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekUp,Hazen Creek Upstream,45.26861111,-65.98027778,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-02,0:00:00,,,,,Water Bottle,Fecal Coliform,,,10,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LorneUp,Lorneville Upstream,45.19111111,-66.16944444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-02,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookDown,Mellinger Brook Downstream,45.28833333,-66.18305556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-02,0:00:00,,,,,Water Bottle,Fecal Coliform,,,60,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreek,Mill Creek,45.27931,-66.155487,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-02,0:00:00,,,,,Water Bottle,Fecal Coliform,,,4,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INDN,Inner Harbour Downstream,45.272068,-66.073478,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-08-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,20,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,INUP,Inner Harbour Upstream,45.27469,-66.08897,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,400,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverDown,Little River Downstream,45.27416667,-66.02694444,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,50,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,LittleRiverUp,Little River Upstream,45.29805556,-66.00638889,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,105,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCDN,Marsh Creek Downstream,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,270000,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MCUP,Marsh Creek Upstream,45.321672,-66.015109,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,40,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestDown,Saints Rest Downstream,45.21944444,-66.13138889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-08-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,68,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,StRestUp,Saints Rest Upstream,45.23611111,-66.11888889,WGS84,,,,,Estuary,Sample-Routine,Surface Water,1998-08-05,0:00:00,,,,,Water Bottle,Fecal Coliform,,,267,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,HazenCreekUp,Hazen Creek Upstream,45.26861111,-65.98027778,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-09,0:00:00,,,,,Water Bottle,Fecal Coliform,,,199,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MellBrookDown,Mellinger Brook Downstream,45.28833333,-66.18305556,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-09,0:00:00,,,,,Water Bottle,Fecal Coliform,,,193,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
ACAP Saint John: Community-Based Water Monitoring Program,MillCreek,Mill Creek,45.27931,-66.155487,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,1998-08-09,0:00:00,,,,,Water Bottle,Fecal Coliform,,,8,cfu/100mL,Actual,,,,,,,365.3,USEPA,,,,,NBCC,
